Couplet,Poet
"هي  چوڳو   آهي   چار   گهڙيون  ،   پو   پَنک   پکيڙي  اُڏرين  ٿو ،
ويا هر  ڪنهن  جا  ڪيڏانهن  وَلر ؟  هي  واءُ  وِکيڙا  ڇا  معنى ؟",Sheikh Ayaz
"آ ڪيڏو سمنڊ ۾ اَجھاڳُ پرين، هت ناهي ڪنهن جو ماڳُ پرين!
ڪو ئي  به  ڪنارو  ڪو نه  آهي ،  هي  تُنهنجا  ٻيڙا  ڇا  معنى؟",Sheikh Ayaz
"تو  مَڌُ  پيتو   هن  وَستيءَ   ۾  ،  ۽   واڳ   وٺين  ٿو  مستيءَ  ۾ ،
پَر  تنهنجو  ماڳُ   ايـــــــــاز   ڪٿي ؟  هي  سارا  ليڙا  ڇا  معنى",Sheikh Ayaz
"جي تون اَڃا  نه  ڄاتو ،  آ  ڪير  دُيس  واسي ،
تُنهنجو  جَنم  اَجايو  ،   تُنهنجي   مٽي   اَڻاسي !",Sheikh Ayaz
"آيو   ويو   سڪندر  ،   سيوهڻ   اَڃا   اُتي   آ ،
هُو   کير   ٿر   کڙو   آ  ،   وِيندا   رهيا   وِناسي .",Sheikh Ayaz
"لالَڻ  !   نوان   لَڪن   ۾   نِڪتا  نِياڻَ  آهن ،
ايندا   جِتي   لُڪن   ۾  ،    پانڌيئڙا    پِياسي .",Sheikh Ayaz
"هِي  شام  جو  مياڻي ،  هِي  سونَ   رنگ  پاڻي ،
تَڙ   تي   ٻه   چار  ڏيئا ،  نَڙ  تي  ٻه  چار  لاسي !",Sheikh Ayaz
"منهنجي  اُڪير ڇا هي؟ هي چِٽ چيت من ۾،
مندرِ  ،    اُداس   ڏيئو  ،   اَڌ  راتِ  ،   ديوداسي .",Sheikh Ayaz
"جي  وک  کي  وڌائين ،  اَڄ  ماڳُ  ڏور  ناهي ،
ڏُونگر   ڏريِ   پَيو  آم  ساهَس  ته  ڌارِ  ساسِي !",Sheikh Ayaz
"ساڳُ  پنهنجو  پَلي ،  سِنڌ  پو  ڀي ڀَلي،
ڀاڳ   وارِي   سَدا  ڀونءِ  تي  ڀَر  جھلي.",Sheikh Ayaz
"تو چيو  سنڌڙي  مون  چيو  جندڙي ،
مون   پرولَي   سَلي !  مون  پرولَي  سَلي!",Sheikh Ayaz
"پِريتَ  ليلا  به  آ ،  پِريت  ڪَؤنرُو  به آ،
پِريت پَرکي ته ڪا مون جيان دل جَلي!",Sheikh Ayaz
"وک وِتَري  ڪيو  ٿي  اَچي ،  ٿي  اَچي،
هُو   جھُڙالي   هوا  ،   هُو   گلابي گلي!",Sheikh Ayaz
"سِنڌُ  مَرڻي   نه   آ ،  اي   اياز   آ  اڃا ،
اُڃ   جو   آسرو ، ڪا  ته  پاڻيءَ   کَلي!",Sheikh Ayaz
"نه تَڙَ تي تماچي ، نـه  گـنـدريءَ  گُــذارا ،
اَسـارا اَسـارا  ڪـينجـھر  جـا  ڪـنارا .",Sheikh Ayaz
"اُتر  واءُ  اوتـي  ،  جتـي  عـطر  تـو  تـي ،
هَـيـا هـنـج ! تُـنـهـنـجـا اُتـان  هِـي  اُڏارا !",Sheikh Ayaz
"ڳُنڌي وارَ ڪنهن لاءِ آئينءَ  ڳهيلي ؟
چَري! چاڳ ڪهڙا! ڪٿي چاهه  وارا!",Sheikh Ayaz
"جڏهن کان وئين تُن وِرهَه،  راس  آيون،
نه  گهر  تي  گهٽائون  نه سر  تي  ستارا.",Sheikh Ayaz
"اڃا  رُڃ  مان  رڙ  اچي  ٿي ،  اچي  ٿي،
متان  ائين  سمجهين  مُئا  مور  سارا !",Sheikh Ayaz
"وَڏا  وَڙ  ڪيا  نَڙ ، ڀلــي  آئين  چارڻ !
جَڏا  جيءِ  جـاڳـي  پـيــا  او  جـــيــارا !",Sheikh Ayaz
"اڙي  هي  اُمارا !  مُــئي  ناهه  مَڪلي ،
 ايـــــاز   اڄ  وتاســين  پَٿــر  جـا  پنـارا.",Sheikh Ayaz
"ساري  شــهر  وســايا  پٿر ،  جن  ســــان  چڪنا چور  هُيو،
پوءِ به هُن ٿي نعرا   ماريا ،  مُڙس  ته  ڪو  منصور  هُيو !",Sheikh Ayaz
"وستيءَ وستيءَ، نگريءَ نگريءَ، گيت سان جي گُونج ڪئي،
چانڊوڪيءَ ۾ چَنگُ وڳو ٿي، رات  پرينءَ  جو  پُور  هُيو.",Sheikh Ayaz
"ڪالھ  وفا  جي   ويراني  ۾  ڪهڙي  هرڻي  اُڄ  مُئي !،
سِج   ازل   جي   اک   لڳو   ٿي ،  اُن  ۾  ايڏو  نُور  هُيو !.",Sheikh Ayaz
"دريا  دريا   هُن   جو   مَن   هو  ،  صـحرا  صحرا  نيڻ  هُيا،
پَل  جو  پانڌيئڙو   آيو   هو  ،   وڃڻو  هُن  کي  دُور  هُيو.",Sheikh Ayaz
"ڏينهن تَتي جو آيو  آهين ،  اڳ  ۾  آئين  ڇو  نه   اياز  ،
ڇپري ڇَپري ڇانوَ هُئيم جنهن  وقت  نِمنُ  ۾  ٻُور  هُيو !",Sheikh Ayaz
"ڪري ڪير ٿو هِي پکن مان پُڪارون،
نه منهنجو ملير آ، نه ڪي منهنجا مارون!",Sheikh Ayaz
"رهي گونجندي ڪوُڪ ڪائي فضا ۾
اُڏامي ويون ڪُونجڙين جون قطارون",Sheikh Ayaz
"وِرَهه تنهنجي وستي ورهيه ٿيا وساڻي
کڻي چڻنگ چوليءَ هليو ڪير پارون؟",Sheikh Ayaz
"وڃون ٿا پيا سِير جي اڄ سهاري
نه تُرهو ئي تاڻيو، نه ڪي آهيون تارون",Sheikh Ayaz
"اياز اُن سبب مَي پرستي ڇڏيندو؟
ميان، تون به ڪنهن کي ڏئين ٿو ميارون!",Sheikh Ayaz
خبر ناهي ته ڇو آهي ۽ ڇا آهي,Sheikh Ayaz
محبت زندگيءَ جي انتها آهي,Sheikh Ayaz
محبت ئي اسان جي منزلِ آخر,Sheikh Ayaz
محبت ئي اسان جي رهنما آهي,Sheikh Ayaz
اجهودار ورسن جو ڪو پيام آيو,Sheikh Ayaz
ملي اڄ زلفِ جانان سان صبا آهي,Sheikh Ayaz
زمين جي تشنه لب جنت پڪاري ٿي,Sheikh Ayaz
ڪٿي هو باد و باران جو خدا آهي,Sheikh Ayaz
پوي ٿي ماڪ، چانڊوڪي ٿڌيري آ,Sheikh Ayaz
اياز اڄ رات ڪِٿ هو بيوفا آهي,Sheikh Ayaz
روح راضي ڪجي،,Sheikh Ayaz
ياد تازي ڪجــــي،,Sheikh Ayaz
دل ٿي چاهي وري،,Sheikh Ayaz
يـــاد تازي ڪجـي،,Sheikh Ayaz
من هو پرچي پوي،,Sheikh Ayaz
آزي نيازي ڪجي،,Sheikh Ayaz
ڇـــو ڀـــلا پيـــار ۾،,Sheikh Ayaz
جلد بازي ڪجي،,Sheikh Ayaz
نيت سجدا هجن،,Sheikh Ayaz
دل نمازي ڪـجي،,Sheikh Ayaz
شهر مجرم سڄــو” اياز“،,Sheikh Ayaz
ڪنهن کي قاضي ڪجي.,Sheikh Ayaz
جي تو اڃا نه ڄاتو، آ ڪير ديس واسي،,Sheikh Ayaz
تنهنجو جنم اجايو، تنهنجي مٽي اڻاسي!,Sheikh Ayaz
آيو ويو سڪندر، سيوهڻ اڃا اتي آ،,Sheikh Ayaz
هو کيرٿر کڙو آ، ويندا رهيا وناسي.,Sheikh Ayaz
لالڻ! نوان لڪن ۾، نڪتا نياڻ آهن،,Sheikh Ayaz
ايندا جتي لُڪن ۾، پانڌيئڙا پياسي.,Sheikh Ayaz
هي شام جو مياڻي، هي سون رن پاڻي،,Sheikh Ayaz
تڙ تي ٻه چار ڏيئا، نڙ تي ٻه چار لاسي!,Sheikh Ayaz
منهنجي اڪير ڇا هي؟ هي چٽ چيت من ۾،,Sheikh Ayaz
مندر، اداس ڏيئو، اڌ رات، ديوداسي.,Sheikh Ayaz
جي وک کي وڌائين، اڄ ماڳ ڏور ناهي،,Sheikh Ayaz
ڏونگر ڏري پيو آ، ساهس ته ڌار ساسي!,Sheikh Ayaz
جي هانءُ نه هارين ڪوهيارل! هي ڏينهن به گھاري وينداسين،,Sheikh Ayaz
ڇو پير پساري ويٺو آن، اُٿ! ڏونگر ڏاري وينداسين۔,Sheikh Ayaz
ڪنهن لاءِ تڪين تو ڪانڌيءَ تان، ٻي ٻيڙي ڪابه نه اچڻي آ،,Sheikh Ayaz
جي تون به اچين او وڻجھارا! توکي به اُڪاري وينداسين۔,Sheikh Ayaz
درياھ اندر جا دهشت آ، ڪنهن وقت قيامت ٿي ويندي،,Sheikh Ayaz
تون مان ته رڳو هن سنڌوءَ تي، ڪا لهر اُڀاري وينداسين۔,Sheikh Ayaz
ڪا جھِرمِر جھِرمِر جگنوءَ جي، ڪا ٽِم ٽِم ٽِم ٽِم تاري جي،,Sheikh Ayaz
گھنگھور گھَٽا جو گھيرو آ، ڪنهن جي ته سهاري وينداسين۔,Sheikh Ayaz
آ مرڻو هر هڪ ماڻهوءَ کي، پر آئين نه مرنداسين ساٿي،,Sheikh Ayaz
ڪا آگ لڳائي وينداسين، ڪو ٻارڻ ٻاري وينداسين۔,Sheikh Ayaz
تون آءُ ته اوريون او راڻا، ڇو جيءُ سهي هي جھوراڻا،,Sheikh Ayaz
تون ڇا کان ڇرڪين ٿو راڻا! اڄ ڪاڪِ ڪناري وينداسين۔,Sheikh Ayaz
ڇو گھٻرائين ٿو ڪوٽ ڏسي، هي اُوچي اُوچي اوٽ ڏسي،,Sheikh Ayaz
زندان اڏائي وينداسين، زنجير پِگھاري وينداسين۔,Sheikh Ayaz
تنهن وقت به مون هي ڄاتو هو، هي ڪاريهر سان ناتو هو،,Sheikh Ayaz
جي ساٿي ساٿ سڃاتو هو، هي مارِي ماري وينداسين۔,Sheikh Ayaz
تون ڪر، جو تو کي ڪرڻو آ، هي دور به نيٺ گذرڻو آ،,Sheikh Ayaz
ڪنهن وقت ڏهيسر مرڻو آ، بنواس گذاري وينداسين۔,Sheikh Ayaz
جي پنهنجو نور نچوئي ويا ۽ تُنهنجي جوت جلائي ويا،,Sheikh Ayaz
سي لڙڪ مٽيءَ ۾ لوئي ويا، پر ڇا ڇا موتي پائي ويا!,Sheikh Ayaz
سي وڻ وڻ لوڏي واءُ ٿيا، سي پن پن ۾ پڙلاءُ ٿيا،,Sheikh Ayaz
جن بن بن بين وڄائي ويا، جي تن من واري ڳائي ويا.,Sheikh Ayaz
مون ڌرتي تنهنجا ڌڱ ڏٺا، مون تن جا لويل لڱ ڏٺا،,Sheikh Ayaz
جن وڙهندي وڙهندي جان ڏني، سي وارا وير وڄائي ويا.,Sheikh Ayaz
مون اڻ ٿيڻا انسان ڏٺا،مون سوريءَ تي سومان ڏٺا،,Sheikh Ayaz
اي ڌرتي! ڇا ڇا ڪونڌر ها، جي پنهنجا ڪنڌ ڪپائي ويا!,Sheikh Ayaz
مون ويندي تن جا پير ڏٺا، مون ڇاڇا مڙس مٿير ڏٺا!,Sheikh Ayaz
جي ڪيئي سج اُڀاري ويا، جي ڪيئي سج سمائي ويا.,Sheikh Ayaz
مون ڪاتيءَ هيٺيان ڪنڌ ڏٺا، مون ساڻا ساڻا سنڌ ڏٺآ،,Sheikh Ayaz
مون ڇا ڇا مائيءَ لال ڏٺا، جي لوئيءَ لڄ بچائي ويا!,Sheikh Ayaz
سي جيءَ جيارا ماڻهو ها، سي سڀ کان پيارا ماڻهو ها،,Sheikh Ayaz
جن ساهه ڏئي، ويساهه ڏنو، جي دل ۾ دود دُکائي ويا.,Sheikh Ayaz
ڪلهه رات مسافر آيا ها، جن پنهنجا جيءَ جلايا ها،,Sheikh Ayaz
ٿي ڇاڇا ڄرُ ڪا ڄاڻ ڪري! هو ڪيڏا مچ مچائي ويا.,Sheikh Ayaz
ڇا ڇا نه وسيهر ـ ونگ هيا! پر نانگاير نسنگ هيا!,Sheikh Ayaz
جي تنهنجو روپ نکاري ويا، جي تنهنجي سيندڌ سجائي ويا.,Sheikh Ayaz
ڇانعرا ها، ڇا نينهن هيا! هو مڙس هيا يا شينهن هيا!,Sheikh Ayaz
جي ڏونگرـ ڏيل ڏڪائي ويا، گجگوڙ ڪري گرمائي ويا.,Sheikh Ayaz
آ ڪنهن ڪنهن ماڻهوءَ منجهه مڻيا، پر مون کي اهڙا مڙس وڻيا،,Sheikh Ayaz
جي سارو جڳ جرڪائي ويا، پر پنهنجو پاڻ ڀلائي ويا.,Sheikh Ayaz
جن پاسو ورتو ڪوڙ ڪنان، هي مڙس نه ويندا مور منان،,Sheikh Ayaz
