"ڪَڪورِي ڪاڪِ وَهي، راڻا! ڀانءِ مَ رَتُ،
سوڍا! اِيءَ شَربَتُ، نِسوروئِي نينهن جو.",Shah Bhitai
"سوڍي سُتي لوءِ، ڪا جا مُون سين ڳالِهه ڪِي،
سا جي پَڌرِ پوءِ، تَه سَرَتِيُون! ڪا نَه سُمَهي.",Shah Bhitai
"وَٺِيو وَڃِجِ واٽَ، ڪَنڌُ مَ ڦيرجِ ڪيڏَهِين،
لوڻٖي ڦيٖرَ لَپاٽَ، لَڳَنديَئِي، لَطِيفُ چي.",Shah Bhitai
"ڪَنڌُ مَ ڦيرجِ ڪيڏَهِين، وَٺِيو وَڃِج راهَه،
اَڄُ ڪِ سَنجّهه صُباحَ، نيئِي ڌَرِيندئي ڌُوڙِ ۾.",Shah Bhitai
"لَڏِيو لَطِيفَن، پَلاڻـٖي پَنڌَ پِيا،
هَٿان حَبِيبَن، ڪونه ڏُکيو ڪڏهين.",Shah Bhitai
"اَڄَ نَه ڳالهائونِ، هُونِ ڏيهاڻِي نِجُهري،
پَسو! پَهُه پِيونِ، آتُڻُ سُڃو اُن ريٖ!",Shah Bhitai
"اَڄُ نَه پَسان سـٖي، آتَڻِ ڪِتُم جَنِ سين،
هاڻِي تَنِين کـٖي، ڪَنڌِيءَ ڪاڪِ نِهارِيان.",Shah Bhitai
"ڀيرو ڀَڃُ مَ، ڪاپَڙِي! لاهٖي ويهُه مَ لاڳَ،
تان مُون هينئڙو ماڳَ، جان تُون، جوڳِي! جُوءِ ۾.",Shah Bhitai
"مِيان مَينڌرا! موٽُ، بَخشُ ڪَرِ بُڇائِيُون،
تون گَهِڻنِ جو گهوٽُ، مُون وَرُ تُونهِين هيڪَڙو.",Shah Bhitai
"جَڳُ جِيهِين چوءِ، سوڍو تيئن نه سِکِيو،
راڻو تيئن نه روءِ، ڳوڙهو جيئن ڳَلِ ڳَڙيٖ.",Shah Bhitai
"سَهَسين جِئان سِڪَنِ، تِئان مُومَلَ موٽَڻُ لِکِيو،
سـٖي هُونهيٖن جاڙِ جِيئنِ، جي ڪوڙيٖ ڪاغَذِ آئِيُون.",Shah Bhitai
"ڪِين ساڱاهِيُمِ، سُپِرين! جاڙُون ڪِيُمِ جالَ،
سوڍا! مون کي ڪالَ، موٽِي مُنهن ۾ آئِيُون.",Shah Bhitai
"ڪِينَ ساڱاهِيُمِ، سُپِرِين! جاڙُون ڪِيُمِ جِتِ،
سوڍا! مون کي تِتِ، موٽِي مُنهن ۾ آئِيُون.",Shah Bhitai
"ڪِينَ ساڱاهِيُمِ سُپِرِين! جاڙُون ڪِيُمِ جـٖي،
سوڍا! مون کي سـٖي، موٽِي آئيُون مُنهن ۾.",Shah Bhitai
"خامُوشِي خَبَرَ جِي، مُومَلَ ٿِي مَت،
صَبر ٿِيو سُپَتِ، مُنهنجي حَقّ، مينڌرا!",Shah Bhitai
"سوڍا! صبر تنهنجو، مومَلَ مَتِ ٿيو،
تو جو ڪالهه ڪِيو، تنهن مَدِيُون ميٽـٖي ڇَڏِيُون.",Shah Bhitai
"تو ۾ ٻَڌِيَس تي، جي مُنهن ۾ مَدِيُون نَه ڏِييٖن،
ڍولا! جي ڍَڪيَئي، سي مَتان عيبَ اُپَٽِييٖن.",Shah Bhitai
"ڍولـٖي ڍَڪِي آهِيان، هُيَسِ اُگهاڙِي،
ڏيئِي لِکَ لاڙِي، ڪَڪَرُ ڪِيائِم ڪاڪِ جو.",Shah Bhitai
"ڍولـٖي ڍَڪِي آهِيان، هُيَس اُگهاڙي اَڳَ،
جوڙيٖ جَڳَ، ڪَڪَرُ ڪِيائِمِ ڪاڪِ جو.",Shah Bhitai
"ڍولـٖي ڍَڪِي آهِيان، هُيَسِ اُگهاڙِي آنءُ،
رَکِي پنهنجو نانءُ، ڪَڪَرُ ڪِيائِمِ ڪاڪِ جو.",Shah Bhitai
"ڪَڪَرُ ڪِيائِم ڪاڪِ جو، ڏيئِي لاڙِيءَ لِکَ،
هاڻي مَٿـٖي ڏِکَ، چَڙهِيو ٿِي، چاڳَ ڪَريان.",Shah Bhitai
"سوڍا! صَبرُ تنهنجو، مَرَڪُ لَڄايَنِ،
چُپَ سين جي چَوَنِ، اَدَبُ ڪِجي اُنِ جو.",Shah Bhitai
"سوڍا! صَبرُ تنهنجو، لَڄايَنّ مَرَڪُ،
نَه ڪُڇَڻَ سين نَڪُ، رِيءَ رُڪَ راڻـٖي وَڍيو.",Shah Bhitai
"سوڍا! صبر تنهنجو، سَڀَنِ سيکاريٖ،
مُومَلَ جي واريٖ، ڪُهُه ڄاڻان، ڪُھُ ٿِيو.",Shah Bhitai
"سوڍا! صبر تنهنجو، سيکاري سَهَسَ،
پُڄِي تِئان پَهَسَ، مون کي نَصِيبَ نيئِي جَهليو.",Shah Bhitai
"سوڍا! صبر تنهنجي، ماڙُهو ڪِي مُومَل،
ڪُپَرِ منجهان ڪَل، پيٖيَم، پِرِين! تنهنجي.",Shah Bhitai
"سوڍا! صبر تنهنجو، مون کي نَصِيحَتَ،
ريلا ڪَندِيَسِ رَتَ، مَينڌرا! تو مهندان.",Shah Bhitai
"سوڍا! صبر تنهنجو، بي عَقُلَنِ عَقُلُ،
آهي اُنگُ اَمُلُ، ماٺِ تنهنجي مَينڌرا!",Shah Bhitai
"سوڍا! صبر تنهنجو، بي عَقُلَ آڻي بازِ،
سَندي صبر ساز، توبَهَه ڪارِيَمِ تَڪَڙِي.",Shah Bhitai
"سوڍا! شَرمايُون، پَسِيو عَيبَ اَڳِيان،
نَڪَ نرِڄايُون، هُيُون منهنجي حَقّ ۾.",Shah Bhitai
"موٽي آئيو مُنهن ۾، سوڍا! شَرَمُ جَنِ،
سي لَڄايُون لُڇَنِ، پَسِيو عَيبَ اَڳِيان.",Shah Bhitai
"اَدِيُون! آتَڻَ وارِيُون! نرڄا نَڪَ ٿِيا،
وَڍِيا، تان نَه وِيا، پاڻان مورِيا مُنهن ۾.",Shah Bhitai
"موريٖ مُنهن وَڏا ٿِيا، وَڍِيا تان نَه وَڃنِ،
اَدِيُون! اَڻاسِنِ، تَنِ ڪوجَهنِ کي ڪوه ڪَريان.",Shah Bhitai
"تيلُ نَه لائِيان تنهنجو، مُون مارُوءَ جو مَنِ،
ڪَرِيان ٻِي نه ڪَنِ، آهَر اُنَهِينءَ آهِيان.",Shah Bhitai
"ڪَرايَنِ ڪَروڙِ جا، چُوڙا ڪُوڙا جَنِ،
سو مَرَڪُ مارُوئَڙَنِ، جِئان لوڪَ لَڄَ ٿِئي.",Shah Bhitai
"ڪارا ڪَرايَنِ ۾، سونُ اَسان کي سُوءَ،
وَرُ جيڏِيَنِ سين جُوعَ، فاقو فَرِحَتَ ڀائِيان.",Shah Bhitai
"آئُون ڪيئن سَوَڙِيين سُمَهان؟ مُون وَرُ گهاري سُڃَ،
کَٿيرِيءَ تان کِلَ، عُمَرَ ڪِجِ مَ ايهَڙِي.",Shah Bhitai
"آئُون ڪيئن سَوَڙِييٖن سُمَهان، مُون وَرُ گهاري سُڃَ،
وَرُ اَباڻَنِ سين اُڃَ، کوءِ شَربَتُ تنهنجو سُومَرا!",Shah Bhitai
"منهنجو تُورُ تَلِن ۾، چِيها ٿو چاري،
ڍائِي ڍَٽَ ڌاري، آهيم اُٺـٖي مِينهَڙيٖ،",Shah Bhitai
"جي ڪَرَ لَڌائُون، تَه بَندِيءَ بَندُ نَه سارِيو،
مارُوئَڙَنِ آئُون، جيڪُس ويٖيَسِ وِسَرِي!",Shah Bhitai
"بَندِي ٻِيا قَرار، اَسين لوچُون لوههَ ۾،
مَٿي تَنِ تَرارِ، سَدا سانڀِيئَڙنِ جِي.",Shah Bhitai
"جي ويجهي ٿِيان وَرَ کي، تَه سَڀاڳومِ سَنئُون،
نِتُ نِتُ آههِ نَئُون، مون کي پَسڻُ پَهُنوارَنِ جو.",Shah Bhitai
"سُونهن وِڃايُمِ سُومرا! ميرو مُنهن ٿِيومِ،
وَڃَڻُ تِتِ پِيومِ، جِتِ هَلَڻُ ناهِه حُسنَ ري.",Shah Bhitai
"سونهن وِڃايَمِ، سُومَرا! سِکِرَ جِهَڙي سُونهن،
دِلِ ۾ دُکِي دؤنهن، منهنجو مُنهن ميرو ٿِيو.",Shah Bhitai
"سُونهن وِڃايَمِ سُومَرا! هِتـٖي اَچِي هاڻِ،
ڪيئن لَهَندِيَمِ ڪاڻِ، حُسنُ مُون هِتِ وِيو!",Shah Bhitai
"سُونهن وِڃايَمِ، سُومرا! وَطَنِ وَڃان ڪيئن؟
حُسنَ ڌاران هِيئَن، پَسان ڪيئن پَهُنوار کي.",Shah Bhitai
"سونهن وِڃايَمِ، سُومرا! پَسان ڪيئن پَهُنوارَ،
ڌُڻِي جا ڌَڙارَ، تنهن رِيءَ رُوءِ رُچَڻُ ناهِه ڪو.",Shah Bhitai
"سُونهن وِڃايَمِ، سُومَرا! عُمَرَ! ٿِيَس اَسِيرَ،
مارُو مَنجِهه مَلِيرَ، مُون سين هِتِ هيئَن ٿِيو.",Shah Bhitai
"سُونهن وِڃايَمِ، سُومَرا، ٿيندِيَسِ ڪيئن قَبُولُ،
ڪونهي سُهَڳُ، نَه سُولُ، پُوچـٖي مُنهن پَهُنوارَ سين!",Shah Bhitai
"هيڪُ جيئن نَه ڄاياسِ، ٻِيو ڄاپَندي جي مَران!
گَهنگَهر گَهڻو ٿِياسِ، ڄاپِي مارُوئڙَن کي!",Shah Bhitai
"هيڪ جيئن نه ڄاياس، ٻيو ڄاپندي جي مران!
گهنگهر گهڻو ٿياس، ڄاپي ماروئڙن کي!",Shah Bhitai
"سٻر پسي سومرو، ڏڪي ويا ڏيهي،
نه ڄاڻان ڪيهي، ڪندو پر پنوهار سين.",Shah Bhitai
"آهيم اُٺي مينهڙي، سمن سرتين ساڻ،
ڪنهن پر لاهيان ڪاڻ، وڃي ويڙهيچن سين.",Shah Bhitai
"تن ساڏوهين سڏ مران، ڏنگا جنين ڏار،
ڀڻي ساڻ ڀتار، پائر پيرون چونڊيان!",Shah Bhitai
"سڀ نه ستيون سرتيون، اڃان ڪي سنجن،
ٻيو سي پهرن، جي اُڃائجي آئيون.",Shah Bhitai
"مون ماڙيءَ جو، سومرا! ٻنهي پارين ڏک،
هِت عمر جو اهک، هُت مارو ڏينم مهڻا!",Shah Bhitai
"سدا جن پرياڻ، پانڌي پکي لڏ سين،
مارو ڳڻن ساڻ، ويڙا ٿر اڪري!",Shah Bhitai
"ڌريائين ڌار، جي وڍي وڻ جدا ڪيا،
تن سڪن ڪهڙي سار، ته اٺا مينهن ملير ۾؟",Shah Bhitai
"آيو ڪير ڏيهاءِ، جنهن کان پڇان خبرون؟
وڄون وان وڻاءِ، رات ماروءَ تي وٺيون.",Shah Bhitai
"سي ساهيڙيون سارين تو، سيل جنين جو سچ،
ماروءَ ريءَ مَ مچ، سيهو ڀائنج سون کي.",Shah Bhitai
"ساهيڙيون سارين تو، سچ جنين جو سيل،
نڪو قال نه قيل، اُنهن جي ادب ۾.",Shah Bhitai
"“سکو سڀ سرتيون! سپن ملا سير،”
“ٻيو مٽائي نير، اُڀيون ابر آسري.”",Shah Bhitai
"سکو سپن کان، سرتيون ريت سڪڻ جي،
مڱن جر مٿان، اوري ڪن نه آسرو.",Shah Bhitai
"مليران مارو، پکي پيهي آيو،
وريا واهارو، هاڻو سڀ هيڻا ٿيا.",Shah Bhitai
"“جيڪس اٺا مينهن، مون کان پوءِ ملير ۾،
“ڪالهه سڄو ئي ڏينهن، منهنجي اکڙين اُڪيريو.”",Shah Bhitai
"“سچ ڪ اٺا مينهن، مون کان پوءِ ملير ۾؟
“ڏوٿين لايا ڏينهن، پهريا جي پسي کي.”",Shah Bhitai
"جه سي لوڙائو ٿيا، جنين ڀر رهن،
مارو منجهه ٿرن، رهي رهندا ڪيترو؟",Shah Bhitai
"جه سي لوڙائو ٿيا، جنين سندي ڌير،
ماروئڙا فقير، ڪنهن در ڏيندا دانهڙي؟",Shah Bhitai
"ات اُڪنڍي آهيان، عمر! آئون اڪاڄ،
سومرا سڪاڄ، جهل مَ بند، جهڄنديون.",Shah Bhitai
"ماروءَ پاس ملير ۾، هميشه هئان!
پيرين تنهن پئان، رات وهاڻيءَ نور سين.",Shah Bhitai
"ڪيئن ڌئاريان ڌٻڙا؟ وينديس ڪنهن نه وهاءِ،
مون وٽ مارو ناه، اڇا اوڍيان ڪنهن لئي؟",Shah Bhitai
"اکڙيون ملير ڏي، جنين راتو ڏينهن،
هاڻي ڪندين ڪيئن؟ عمر! آسائن سين؟",Shah Bhitai
"ڪانڌ نه ڪنديس ڪو ٻيو، کٿيرو ئي خوب،
ميروئي محبوب، اسان مارو من ۾.",Shah Bhitai
"مُنهن منهنجو، سومرا! مر ميرو ئي هوءِ!
متان مارو چوءِ، ته ڌوتوءِ ڌوراڻن ۾.",Shah Bhitai
"ننگا آهيون نڱئا، اسين مارو لوڪ،
ٿر کي ڀانيون ٿوڪ، جو ڍڪ ڍاٽيڙن جو.",Shah Bhitai
"وهيان ٿين وٿاڻ، ڏوکاهي هئان جي!
اوءِ ڀيڻيون ۽ ڀاڻ، موٽي مارن اڏيا.",Shah Bhitai
"ٿورا منجهه ٿرن، مون سين ماروءَ جي ڪيا،
عمر! ان ڳڻن، آئون ڪيئن لوئي لاهيان؟",Shah Bhitai
"ٿورا نه ٿورا، مون تي ماروئڙن جا،
ڀلائي ڀيرا، ڳڻي ڳڻيان ڪيترا.",Shah Bhitai
"هڏ نه پڙان هيڪڙي، ٿوري ٿر ڄاين،
مون کي ماروئڙن، ميري ڪري نه مٽئو.",Shah Bhitai
"ويا ڳڻن ساڻ، ماروئڙا ٿر اُڪري،
تن پڄاڻا هاڻ، آئون جاڙ جيان ٿي جيڏيون!",Shah Bhitai
"سڻي ساڻيهه ڳالهڙي، لهي ويا لوه،
اندر جا اندوه، لٿا ڏک، سک ٿيا.",Shah Bhitai
"توکي توڙائين لکي، عمر! اڇائي،
جيئن تو سامائي، مام نه ڀڳي مارئين.",Shah Bhitai
"توُن سَمُون، آئُون گَندِرِي، مُون ۾ عَيبَنِ جُوءِ،
پَسِي راڻِنِ رُوءِ، مَتان ماڱَرِ مَٽيِين!",Shah Bhitai
"تُون سَمُون، آئُون گَندِرِي، مُون ۾ عَيبَ اَپارَ،
پَسِي لِيَّ لَغارَ، مَتان ماڱَرِ مَٽيِين!",Shah Bhitai
"تُون سَمُون، آئُون گَندِرِي، مُون ۾ عَيبَنِ ڪوڙِ،
پَسِي کِکِي کوڙِ، مَتان ماڱَرِ مَٽيِين!",Shah Bhitai
"تُون سَمُون، آئُون گَندِرِي، مُون ۾ عَيبَن وِيهَ،
پَسِي مِئَڪي ڌِيءَ، مَتان ماڱَرِ مَٽِيين!",Shah Bhitai
"تُون تَماچي، تَڙَ ڌَڻِي، آئُون مُهاڻِي مٖي،
مُون ڏُھاڳَ مَ ڏي، آئُن جا نالي،سُيَسِ تُهِجي.",Shah Bhitai
"تُون تَماچِي، تَڙَ ڌَڻِي، آئُون گَندِرِي غَرِيبِ،
تو سين ڄامَ! قَرِيبِ، ڪِي ڏَنُ ڇَڏائِي، ڏيج مُون.",Shah Bhitai
"گَندَ جَنِ جِيَ گوڏِ ۾، پاٻوڙا پوشاڪَ،
اُنِين جِيَ اوطاقَ، راجا رِيجِهي آئِيو.",Shah Bhitai
"گَندَ جَنِ جِيَ گوڏِ ۾، پاٻوڙا پينامُ،
اُنِين کي اِنعامُ، مَڃَرُ مڙِوئِي ٿِئو.",Shah Bhitai
"گَندَ جَنِ جِيَ گوڏِ ۾، مَٿَنِ تي مُوڙِيُون،
اَچَنِ سَبڀُوڙِيُون، سَمي جي سَلامَ تي.",Shah Bhitai
"ڪو ڏِيهُ ڪِنجُهرَ ڪَنڌِين، تُون تَماچي! تَڳُ،
اُنچو ٿِئومِ اَڳُ، مُون ڪَرُ مَلاحِنِ ۾.",Shah Bhitai
"ھيٺِ جَرُ، مَٿي مَڃَرُ، پاسي پِرِين سَندامِ،
ڪوڙيين ڪاڄَ سِڌامِ، اَڻَ ڪونَ رَھيو.",Shah Bhitai
"ھيٺِ جَرُ مَٿي مَڃَرُ، ڪَنڌِيَ ڪَونۡرَ تَرَنِّ،
وَرِئي واھُوندَنِّ، ڪِنجُهُر کَٿورِي ٿِيٖي.",Shah Bhitai
"سَمِيُون ڪَري سِنگارُ، راءُ ريجهائِڻَ آئِيُون،
ڄامَ ھَٿ ۾ ڄارُ، ڄُلي ڄَٻيرِنِ وِچَ ۾.",Shah Bhitai
"ميءِ ھَٿَ ۾ مَڪُڙِي، ڄامَ ھٿَ ۾ ڄارُ،
سَڄو ڏِيهُ شِڪارُ، ڪِنجُهرَ ۾ ڪالَ ھُئو.",Shah Bhitai
"ڪو جو قَهرُ ڪَلاچَ ۾، جو گِهڙي سو نئِي،
خَبَرُ ڪونَ ڏِئي، تہَ رَڇَ ڪُڄاڙي رَنڊِئا؟",Shah Bhitai
"تَرِيُون پَسان نَہ تارِ ۾، جهُڳا جاءِ نَہ ڪَنِّ،
مادَرِ! مَلاحَنِّ، ماڳ نہَ ڍويا مَڪُڙا.",Shah Bhitai
"کِلِي جان کِنۡڪارِيان، تان ساٽِي سَڱُ نہَ ڪِنِّ،
وارِيو وَھِٽَ وَڃَنِّ، ڪَنِ سَڀاڳِنِ سامُهان.",Shah Bhitai
"جِتي گهورِئو گهاتُئين، تِتي وارِيَ بُٺَّ،
سَهَسين ساٽِي مُٺَّ، سَرُ سُڪو، سُونگِي گَيا.",Shah Bhitai
"اوري ھُئا تہَ آئِيا، جِڪُسِ وِئا پَري،
ساٽِي سَڏَ ڪَري، ماڳَ نهِاري موٽِيا.",Shah Bhitai
"آئين جا لُڏو لوڏَ، اِيَ پَرِ گهاتوئَڙَنِ جي،
ڪُنَّ ڪَلاچِيَ ڪوڏَ، سُکِ نہَ سُتا ڪَڏِھِين.",Shah Bhitai
"گهورِندي گهُورِ پِئا، اَگهُورُ گهورِيائُون،
مَيڪَرُ مارِيائُون، مَلاحَنِ مُهَ سَنَرا.",Shah Bhitai
"جان گهِڙندا گهاتُوئا، تان رَڇَنِ ڏِ/و رَڱُ،
سَڳائِيُون ۽ سَڱَ، ڪَلاچِيَ ڪيرُ ڪَري؟",Shah Bhitai
"پَرَديسا پَنڌُ ڪَري، ھَلِي آئِيو ھِتِ،
جاجِڪُ اُڀو جِتِ، سِرَ جِيُون صَدائُون ھَڻي.",Shah Bhitai
"جي مِيراٽِي مَڱڻا، آئُون پُڻِ مَنجها تَنِ،
ڪِي ڪَهُ مُهِجي ڪَنِ، اِرۡتَ مَنجهارا اُنِ جي.",Shah Bhitai
"مَٿو مَٿائِين گهورِيان، مَٿو تو مَٿاءِ،
سو مُون ٿَيٖي نہَ ھَٿاءِ، جِهِ تُون لائِقُ، مڱڻا!",Shah Bhitai
"مَٿي اُتي مُهِجي، جي ھُئا سِرَن سَوَ ھَزارَ،
تہ تُهِجِيَ تَندُ توارَ، ھَرَ هَرَ وَڍِئُم ھيڪَڙو.",Shah Bhitai
"جو تو ڏِيَڻُ ، ڏِياچَ! لاھِيو اِي سُر سَڀُڪو ڏي،
ڪِي ناہِ جِهَڙو ڏي، جو سَنَدَ ٿيي سُواليِين.",Shah Bhitai
"ڏِيَڻُ گهَڻُون ڏُھِلو، سِسِي ڏِيَڻُ سُکُ،
سو تان، ڏِياچَ! ڏُکُ، جو تَعۡلقُ رَکي تَندُ سين.",Shah Bhitai
"جو تَعۡلَقُ رَکي تَندُ سين، سو ڪِي پَلءِ پاءِ،
مُنکي مَ موٽاءِ، آنءُ اَڳاھون آئيو.",Shah Bhitai
"چارَڻَ چَنگُ، ٻَنگُ لَهي، وَڄايو، وَڏاڻُ،
سِرَ جو ھَڏِ آسانُ، پرَ مَڱَڻهارُ مَٿي وَھي.",Shah Bhitai
"ڳُجهُہ پَهِجي ڳُجهَہ سين، رِندَ! رسَاڻي لاءِ،
اَجَلُ اُڀو آہِ، پُٺِيَ تو پَلاڻِئو.",Shah Bhitai
"وَڍ سِرُ ٿِيُ سَرَھو، مَ ڪِي آءُ، مَ ڳاءُ،
جاجِڪَ! تو مَٿاءُ، مُلڪُ مِڙوئي گهورِيان.",Shah Bhitai
"پاسَنگُ جِهِ پيشِ ڪِئو، تِهِ ڏِنو ڪينَ ڏِياچَ،
مَٿو ڏيئِي ماچَ، وَڃِي دُورِ، ڏُکُ ٿِئو.",Shah Bhitai
"ڏِنو ڪِينَ ڏِياچَ، ٿو سائِلَ سِڪائي،
مُهَ تي موٽائي، مَٿو ھَنيُسِ مَڱَڻي.",Shah Bhitai
"ڏٺو محرم ماه، سَنڪو شهزادن ٿيو،
ڄاڻي هيڪ الله، پاڻ وڻنديون جو ڪري.",Shah Bhitai
"مُحَرَّمُ موٽِي آئِيو، آئِيا تان نہَ اِمامَ،
مَدِيني جا ڄامَ، مولا! مُونکي ميڙِيين!",Shah Bhitai
"مُحَرَّمُ موٽِي آئِيو، آئِيا تان نَہ اَمِيرَ،
مَدِيني جا مِيرَ، ڏاتَرَ! مون ڏيکارِيين!",Shah Bhitai
"سَختِي شَهَادَتَ جِي، نِسورو ئِي نازُ،
رِندَ پَرُوڙِنِ رازُ، قَضِيي ڪَرِبَلا جو.",Shah Bhitai
"ھَڻَڻُ، ھَڪَلَڻ، ٻيلي سارَڻ، مانجِهِيان اِيُ مَرَڪُ،
وِجهَنِ تان نہَ فَرَقُ، رُڪَ وَھِنديَ راندِ ۾.",Shah Bhitai
"گهوڙَن ۽ گهوٽَن، جِيَڻَ ٿورا ڏِيهَڙا،
ڪڏِہ مَنجِهہ ڪوٽَنِ، ڪَڏِہ واھِي رِڻَ جا.",Shah Bhitai
"ڀَڄِي آئِيين، ڀَڄَڻا! لَڄايُءِ مُون، يار!
ويٺِيُون ڪَنِ ڪُوارَ، مُهَ مَٿاھا جِنِ جا.",Shah Bhitai
"ڀَڄِي آئِيين، ڀَڄَڻا! لَڄايُءِ مُون، سيڻ!
ويٺِيُون وِجَهنِ ويڻَ، مُهَ مَٿاھا جِنِ جا.",Shah Bhitai
"مُهَ مَٿاھا جَنِ جا، سي پِٽِئو، ڪَڍَنِ پارَ،
جيڏِيُون! ھِنَ جُهنجهارَ، اُجاري سَڀِ اَڇا ڪِئا.",Shah Bhitai
"ڪا جا ڍُرِي ڍُنگُرِي، ڪو جو وَرِئو واءُ،
عَلِيَ شيرَ وِياء، رِڻَ ۾ پييَنِ راتَڙِي.",Shah Bhitai
"جهيڙو لاہِ يَزِيدَ!عَلِيَ جي اولادَ سين،
سا نہَ پَسَندِہ عِيدَ، جا ھُندِي مِيرَ حُسَينَ سين.",Shah Bhitai
"جَنِين جهيڙئو ڪَالَ، عَلِيَ جي اولادَ سين،
ھيءِ! تَنِين جي حالَ، جي جَماتِي، يَزِيدَ جا.",Shah Bhitai
"جَنِين جهِيڙئو اَڄُّ، عَلِيَ جي اولادَ سين،
ڀَءِ! تَنِينِ کان ڀَڄُ، جي جَماتِي يَزِيدَ جا.",Shah Bhitai
"ڪَربَلا ۾ ڪُوڪَ، ساجُهرِ شَهِزادَنِ جِي،
عالَمَ جا مَلُوڪَ، رُڪَ روھي جَهِلئا.",Shah Bhitai
"ڪِلي، ويرَ ڪَٽَڪَ ۾، سائُو سَڀِ نَہ ھُوِن،
پِڙَ تي سيِئي پُونِ، موٽَڻُ جَنِين ميهَڻُون،",Shah Bhitai
"ڪَربَلا ڪَڪورِي، دُلدُلِ رَتا پيرَ،
سَٽوُن ڏِندي شيرَ، مَٿاء سِڄَ مُرڪِئو.",Shah Bhitai
"چارِ تَرارِيُون چيل سين، ٻَڌِي ٻہَ پاڳُون،
اَڳِيَنِ جِيُون اَڳُون، ڪَوَنرَ ڪِلي ۾ موکِيُون.",Shah Bhitai
"ڳائو ڳجَهہ نَہ کاءِ، مِهي ماسَن نَہ ھيرَئِين،
تَنين لاءِ واجهاءِ، ڪَلَنگِيُون جَنِ ڪَپارَ ۾.",Shah Bhitai
"کَنڀُ کُسنِئِي ڳِجَهڙِي! لِڱين پوئِي واءُ،
اَمِيرَنِ مَٿاءُ، جِنءَ تو ڦُلين ڇائُون نہ ڪِيُون.",Shah Bhitai
"حَسَنَ، مِيرَ حُسَيۡنِ جو، جَنِ نہَ ھِيَڙي جارُ،
خالِقُ رَبُّ، جَبّارُ، ڪِينَ مَرھِندو تَنِ کي.",Shah Bhitai
"اَڄُ پُڻِ اُترَ پارَ ڏي، ڪَڪَر ٿو ڪَري،
وَسِيو سي ڀَري،جي ڏَرَ ڏِيهَن کانِيئا،",Shah Bhitai
"وَسَڻُ اَکِڙيُن جِنءَ، جي ھُنۡدَ سِکِيين مِيهَ،
تَہ ھُنۡدَ راتُون ڏِيهَ،بس بُوندِنِئَيُون نَہ ڪَرِين.",Shah Bhitai
"اَٺواوھِيڙا ڪَري، عاشِقَ مَٿي اَڄُ،
ڏورڏُڪارِيا ڀَڄُ،مِيهَنِ مُنهُ ڏيکاريو.",Shah Bhitai
"ساَنگُ سِنگاري، وِڄُون وَسَڻَ آئِيُون،
بَرسِي ڀَٽاري، ڀَرِيَا پَٽَ پُرانَ جا.",Shah Bhitai
"بادَلَ! تُمُ پَي ڪَرُن،ڪَٽَڪَ جِتَ مِڙَنِ
تَنگَ ڀِڄَنِ، تَرۡڪَشَ پُسَنِ، سَڄَڻَ چِتِ پَونِ.",Shah Bhitai
"مُحِبَّ مُهجا سُپِرِين! آڻِيندُءِ اَللهُ،
توکي ساري ساہُ، اُڪَنڍِيو آھُون ڪَري،",Shah Bhitai
"پاڇاٽِيان پَئِي، ٿِيو آڳاٽِيان اَڳرو،
چُڪَسِ سَڀِ چَئِي، تَڏِہِ موۡلي مِيهَ وَساَئِيا.",Shah Bhitai
"آگَمَ ڪِيو اَچَنِ، سَڄَڻَ سانوَڻَ مِيهَ جِنۡءَ،
پاسي تَنِ وَسَنِ، جي سَڀُ ڄَماندَرُ سِڪِيا.",Shah Bhitai
"اڄُ پُڻِ اُتَرَ پارَ ڏي، ڪَڪَرَ ٿو ڪَري،
وَسِيو سي ڀَري، جي ڏَرَ ڏِيهَنِ کانِيئا.",Shah Bhitai
"ڍَٽِ ڍَرِي پَٽِ پيُيون، پاسي پارِڪَرَ،
سَڀيئِي ڀَرِيا سَرَ، پَلَرَ جي پالوٽَ سين،",Shah Bhitai
"اَندَرِ جُهڙ جهۡورِ وَھي، ٻَهَرِ بَرۡسي بُوندَ اَپارَ،
وَٽِ جَنِين ھُنِ يارَ، سي اوڪاڻِينِ نہ اَکُيون.",Shah Bhitai
"اَگمِجِي آئِيُون، اُتَران ڪَري اُورِ،
جي پِرِين ھُئڙا ڏُورِ، سي مُنکي مِيهَنِ ميڙِيا.",Shah Bhitai
"ٻَنِ ٻِيائِي سُپِرِين، پاڻا، مُون کي پَلِ،
“آئون” اورِيان جَهلِ، توکِي رَسِي “تو” ڌَڻِي!",Shah Bhitai
"توکٖي رَسِي “تو” ڌَڻِي! سَڀوئِي جَمالُ،
ڪونهِي ٻِئو خِيالُ، جي شارِڪَ شَڪُ وِڃايين.",Shah Bhitai
"“آئون” اوريان جهَل تُون، ڇَڏِيَم پاڻَ پَچارَ،
شِرِڪَ ساڻُ سَتارا! گهڻا گهارِيَمِ ڏِيهَڙا.",Shah Bhitai
"نَڪا اِبۡتَدا عَبۡدَ جِي، نَڪا اِنۡتهِا،
سي وَڃَڻَ کي وِئا، جَنِ نَہ سُڃاتو سُپِرِين.",Shah Bhitai
"تَعظيما تَرڪُ ٿِئا، واجهاڻِيا وِئا،
وَڃِي تِتِ پِئا، جِتِ نِهايَتَ ناہِ ڪا.",Shah Bhitai
